colsample_bytree,gamma,learning_rate,max_depth,n_estimators,reg_alpha,reg_lambda,subsample
0.7144725275959898,0.31035547140858155,0.013273485724617099,20,2292,1.1209277129026352e-09,1.9653834635042706,0.7383254542060781
